N,P,K,temperature,humidity,ph,rainfall,soil_moisture,latitude,longitude,season,rainfall_past_2yr_avg,rainfall_estimated_this_year,soil_type
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,88,20.57,71.85,monsoon,1382.39,1744.47,orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,44.65,27.2092,73.0747,monsoon,261.89,349.32,orange
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,54.31,26.6715,71.0406,monsoon,483.07,697.87,orange
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,68.82,18.9311,72.271,monsoon,813.16,1212.65,orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,75.29,16.8746,79.9749,monsoon,1020.86,1376.56,orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,74.14,21.2596,76.0997,monsoon,1055.21,1236.08,orange
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,100,13.8985,81.3197,monsoon,3685.45,4976.15,orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,69.52,16.0854,80.6592,monsoon,933.86,1094.05,orange
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,86.15,19.6581,79.857,monsoon,1340.79,1687.4,orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,100,11.022,84.2069,monsoon,3379.6,4284.79,orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,100,14.8125,85.877,monsoon,4593.07,6693.03,orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,73.79,17.9616,85.6162,monsoon,976.87,1325.36,orange
19,7,9,27.255435,91.71369387,6.969883483,101.139435,89.97,20.4479,69.8462,monsoon,1407.06,1844.14,orange
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,100,9.3048,68.9524,monsoon,3475.39,4963.13,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,86.21,22.6037,86.7205,monsoon,1306.46,1708.63,orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,74.49,15.6167,68.5578,monsoon,974.32,1391.88,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,100,11.9658,79.6764,monsoon,3563.13,5164.67,orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,45.11,28.1776,73.7557,monsoon,272.68,345.54,orange
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,100,9.975,81.1374,monsoon,2066.43,2527.16,orange
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,47.71,28.0561,84.8721,monsoon,323.98,481.76,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,100,12.752,81.2889,monsoon,3338,4756.53,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,72.74,20.4388,87.9858,monsoon,1019.69,1201.2,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,72.3,20.2173,85.1973,monsoon,937.37,1298.85,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,60.33,18.0202,83.3392,monsoon,653.83,873.66,orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,100,13.6765,69.6491,monsoon,1984.94,2958.65,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,100,12.6009,71.7064,monsoon,3532.95,5196.37,orange
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,100,11.053,74.8053,monsoon,3866.77,5521.42,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,68.93,22.2991,87.0626,monsoon,908.49,1100.25,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,43.54,25.7133,79.5015,monsoon,223.31,308.31,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,57.05,29.5593,78.4491,monsoon,543.08,805.92,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,52.1,26.8152,72.5633,monsoon,448.37,587.05,orange
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,100,13.3238,73.2985,monsoon,1903.88,2798.81,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,100,12.9341,79.5352,summer,2386.25,1282.73,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,93.56,16.7,72.3827,monsoon,1422.5,2066.5,papaya
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,48.8,25.5256,82.7654,monsoon,344.53,512.86,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,45.64,24.8013,84.2707,monsoon,287.53,392.13,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,100,10.437,74.9554,monsoon,3017.5,4427.68,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,100,20.6028,85.5129,monsoon,1645.25,2277.33,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,58.91,21.0326,69.9471,monsoon,630.34,795.39,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,56.15,25.0097,83.6773,monsoon,520.91,776.85,papaya
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,100,10.3226,69.6471,monsoon,3912.71,5092.09,papaya
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,100,12.4338,85.7692,monsoon,3339.43,4007.92,papaya
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,60.43,22.0106,75.224,summer,933.35,507.57,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,54.42,27.2643,68.8892,monsoon,519.46,659.76,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,47.66,31.0974,84.3292,kharif,379.04,384.73,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,79.91,15.9792,76.9622,monsoon,1111.41,1558.46,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,73.56,22.993,69.5484,monsoon,1010.83,1258.52,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,53.36,22.1793,80.922,summer,671.22,371.68,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,66.56,17.9124,68.631,summer,1143.17,640.93,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,100,9.3638,77.4858,monsoon,3703.3,4857.39,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,100,9.8687,84.8897,monsoon,3436.33,4178.8,papaya
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,62.73,23.5629,76.3382,summer,1028.43,512.74,papaya
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,68.51,21.661,86.5337,summer,1239.29,636.64,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,44.13,30.2766,68.6329,monsoon,244.91,329.92,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,78.9,21.7549,71.5414,monsoon,1098.46,1524.1,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,88.72,16.8731,74.4563,monsoon,1372.42,1798.52,papaya
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,53.93,30.0977,81.1649,monsoon,502.18,649.7,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,78.23,16.125,80.8503,monsoon,1084.46,1485.08,papaya
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,43.21,26.2794,77.7135,monsoon,235.1,276.2,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,48,28.9733,74.3201,monsoon,351.14,437.6,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,77.51,17.3617,70.0193,monsoon,1120.93,1398.58,papaya
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,43.15,31.3772,84.1114,summer,320.74,173.91,papaya
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,94.43,14.0119,72.7061,rabi,1894.89,1474.14,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,45.43,31.698,70.2432,monsoon,284.52,368.57,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,70.48,21.8036,84.1887,rabi,1161.57,878.26,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,72.09,18.6221,86.9077,monsoon,950.29,1250.28,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,50.13,24.274,82.8544,summer,580.17,297.85,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,49.24,25.3195,85.7675,monsoon,377.01,493.05,papaya
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,53.29,26.5,87.8361,monsoon,470.81,652.75,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,42.13,29.38,83.0907,summer,284.69,159.19,papaya
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,100,14.4888,83.6082,monsoon,2447.22,2897.87,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,54.86,28.2569,78.0966,monsoon,549.05,649.44,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,81.71,20.9972,74.9823,monsoon,1231.35,1519.23,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,100,11.646,75.8118,summer,2513.24,1211.85,papaya
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,100,12.5669,70.5526,monsoon,3416.41,4571.19,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,54.94,31.9861,68.4198,monsoon,507.11,700.22,papaya
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,100,13.9584,82.6438,monsoon,3672.42,4419.53,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,77.32,23.4182,70.9431,kharif,1126.47,1375.15,papaya
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,100,12.1373,69.177,monsoon,3558.88,5011.3,papaya
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,100,10.3849,78.7466,monsoon,2069.5,2667.93,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,68.61,15.4855,69.7359,kharif,888.18,1091.85,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,77.77,22.5989,75.9872,monsoon,1080.91,1450.58,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,84.59,19.133,70.0399,monsoon,1294.06,1620.6,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,100,13.8993,77.7845,monsoon,3581.82,4592.07,papaya
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,49.86,24.8372,87.0728,rabi,489.94,382.72,papaya
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,64.79,21.4539,80.2667,monsoon,791.85,990.04,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,49.94,24.4925,70.5993,rabi,482.65,403.72,papaya
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,53.96,26.8876,79.7078,kharif,525.37,628.76,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,100,9.4836,85.8532,kharif,2534.32,2774.32,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,53.34,24.2787,71.964,monsoon,510.1,601.17,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,100,8.7342,77.6648,monsoon,3379.31,4516.01,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,52.72,28.6299,84.8269,monsoon,473.3,591.01,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,100,10.5048,79.5919,monsoon,2740.31,4093.82,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,77.22,18.2849,81.394,monsoon,1124.93,1376.25,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,83.87,19.2984,68.2036,kharif,1398.07,1439.74,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,73.69,20.2805,68.6599,monsoon,934.53,1378.17,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,67.99,15.8922,81.862,summer,1179.36,670,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,68.5,19.1462,83.3148,summer,1194.66,676.09,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,77.42,20.6812,84.768,kharif,1212.67,1275.25,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,100,14.8184,81.2299,rabi,3261.32,2772.26,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,52.16,31.2582,81.3797,monsoon,462.71,571.47,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,42.22,26.8187,71.3681,rabi,242.75,194.55,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,43.2,27.6048,78.3752,monsoon,231.71,288.55,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,95.91,16.3,86.6224,monsoon,1506.85,2112.98,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,70.75,23.0845,79.537,summer,1337.31,651.72,papaya
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,94.48,16.0331,75.2792,monsoon,1476.95,2059.8,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,100,9.5684,80.6548,monsoon,1787.48,2498.79,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,100,9.641,74.2418,summer,3987.75,2262.81,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,41.34,25.0531,80.8279,monsoon,174.46,236.04,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,51.24,26.6918,81.2961,monsoon,453.99,543.21,papaya
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,55.75,17.0551,72.5807,rabi,682.01,522.07,papaya
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,85.66,20.5631,84.7292,monsoon,1316.5,1675.1,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,100,11.0103,76.7469,kharif,2261.37,2582.65,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,83.74,15.4296,87.0639,monsoon,1285.96,1581.08,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,92.25,17.2081,87.599,monsoon,1404.86,1990.03,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,55.09,28.3405,77.8126,monsoon,493.63,717.21,papaya
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,100,11.0307,87.3433,monsoon,3833.66,4891.44,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,100,10.6202,73.2575,summer,2652.18,1481.13,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,61.46,28.9831,85.1162,monsoon,665.61,935.02,papaya
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,74.06,21.3341,68.5601,kharif,1021.24,1276.24,papaya
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,54.66,31.9051,81.3372,rabi,667.55,467.75,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,92.78,22.2796,78.237,monsoon,1416.88,2028.54,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,75.26,22.9224,85.5995,monsoon,1061.02,1309.16,papaya
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,48.57,29.6534,73.8626,monsoon,338.56,494.83,papaya
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,100,8.895,77.0095,monsoon,3363.13,4768.31,papaya
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,100,12.7057,84.985,kharif,2978.97,3593.33,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,82.96,18.7457,79.6243,monsoon,1212.15,1618.86,papaya
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,49.27,30.7097,76.8196,monsoon,397.55,477.47,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,78.11,23.1223,84.4263,monsoon,1102.49,1463.26,papaya
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,100,14.2308,73.7397,monsoon,3736.99,5416.92,papaya
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,75.43,17.562,83.3345,monsoon,992.07,1432.38,papaya
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,62.36,26.9271,75.6177,monsoon,709.85,924.85,coconut
37,23,28,25.61294367,94.3138837,5.740054567,224.3206759,56.98,29.2617,70.6033,monsoon,565.18,749.55,coconut
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,42.17,31.0654,75.087,monsoon,195.06,246.88,coconut
2,21,35,25.02887163,91.53720922,6.293662363,179.8248944,100,8.3939,79.0251,monsoon,2152.29,3091.7,coconut
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,88.6,22.0196,73.7982,monsoon,1344.67,1782.89,coconut
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,45.61,28.7625,70.3702,monsoon,284.92,359.95,coconut
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,58.6,29.8307,82.5155,monsoon,576.02,847,coconut
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,77.81,20.9149,85.4472,monsoon,1057.4,1504.67,coconut
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,62.66,23.5651,73.5439,monsoon,759.75,891.28,coconut
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,100,13.5679,68.9688,monsoon,3002.44,3958.75,coconut
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,100,11.3082,79.1973,monsoon,2085.64,2566.9,coconut
26,10,33,28.27298134,96.93649473,6.07071786,198.8234862,73.54,18.6754,71.8479,monsoon,937.46,1339.83,coconut
27,8,32,27.00648436,96.46168931,5.627860549,144.3331315,87.63,18.8255,75.848,monsoon,1295.23,1805.38,coconut
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,79.09,23.9347,77.3615,monsoon,1087.88,1493.21,coconut
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,82.57,20.0088,80.446,monsoon,1151.23,1638.74,coconut
0,19,33,27.1326009,95.23797989,6.234458417,204.7206567,57.63,24.0351,74.1429,monsoon,614.47,721.1,coconut
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,77.36,23.5665,83.7745,monsoon,1129.23,1334.39,coconut
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,83.98,17.1657,86.1007,monsoon,1230.73,1668.41,coconut
22,11,29,28.03380598,95.01630593,5.955742971,218.0055713,50.11,31.997,82.6909,monsoon,415.21,487.24,coconut
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,64.58,21.5419,75.09,monsoon,808.78,951.69,coconut
34,6,30,27.0828252,97.00155491,5.948342571,171.7575545,82.5,20.2151,82.1348,monsoon,1165.61,1632.23,coconut
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,80.11,18.6567,71.9608,monsoon,1199.69,1474.45,coconut
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,100,9.8914,77.5848,monsoon,2034.1,2562.35,coconut
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,96.7,23.3453,83.6714,monsoon,1505.29,2136.64,coconut
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,51.57,27.9016,80.9196,monsoon,410.64,597.24,coconut
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,48.2,24.4009,71.0664,monsoon,324.65,475.42,coconut
38,24,33,28.28905147,97.00396405,5.973853124,142.9403233,100,11.8476,84.8735,monsoon,2883.65,3928.52,coconut
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,77.33,20.8849,78.3105,monsoon,1098.21,1380.05,coconut
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,71.33,19.5927,72.1761,monsoon,929.34,1207.64,coconut
33,14,35,27.14865285,96.66355213,6.027707171,149.2433497,55.05,27.975,70.9772,monsoon,541.98,636.36,coconut
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,100,11.587,87.2098,monsoon,2657.85,3346.93,coconut
32,11,31,25.06871967,93.31410447,6.205931638,134.8419069,83.08,16.3889,75.4155,monsoon,1280.87,1541.87,coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,75.13,23.0834,78.4194,monsoon,1025.04,1367.28,coconut
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,44.89,30.4063,77.0791,monsoon,279.52,328.68,coconut
23,6,33,29.18032562,92.73041222,6.025789594,204.9603677,45.51,24.5581,86.2451,monsoon,291.99,360,coconut
29,25,35,28.3575072,91.64509299,5.542873799,160.7306991,59.87,23.8767,77.5515,monsoon,668.92,821.66,coconut
24,14,33,29.38072512,93.27565685,6.366219551,218.5241851,44.5,24.6142,87.758,monsoon,262.03,328.95,coconut
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,100,10.8957,77.0766,monsoon,1757.5,2200.23,coconut
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,56.42,29.7726,83.9581,monsoon,564.2,684.75,coconut
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,100,8.1988,76.2306,monsoon,2663.19,3517.18,coconut
27,22,29,28.83214859,92.17170353,6.000248647,145.4172387,61.43,20.4905,85.2321,monsoon,668.47,922.58,coconut
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,84.76,18.4768,70.9785,monsoon,1190.7,1744.87,coconut
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,71.36,22.1861,78.3032,monsoon,984.68,1154.87,coconut
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,46.16,30.4018,71.8302,monsoon,302.71,369.59,coconut
28,10,30,29.8690834,91.14723422,6.305740522,192.7678575,77.28,15.6416,77.9149,monsoon,1090.5,1423.48,coconut
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,75.12,20.8039,77.5821,monsoon,1020.47,1350.33,coconut
32,20,35,26.52166434,98.38227669,5.588655387,144.6261698,73.91,23.6528,78.8,monsoon,992.57,1281.18,coconut
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,100,10.1865,71.5225,monsoon,2546.98,3110.64,coconut
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,74.52,15.1683,72.9913,monsoon,1037.05,1281.04,coconut
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,100,10.3611,79.496,monsoon,4028,5021.16,coconut
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,52.55,24.5596,73.072,monsoon,472.46,560.57,coconut
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,100,11.7567,74.9962,monsoon,2448.13,3071.38,coconut
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,100,12.0891,79.4416,monsoon,2909.22,3883.47,coconut
24,27,34,28.87862994,95.11320315,6.203376525,145.0583117,65.93,21.7295,79.6397,monsoon,832.88,984.06,coconut
39,29,29,26.50908611,94.48414544,6.143662699,199.8778403,100,9.0739,81.2864,monsoon,2839.57,3500.67,coconut
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,100,12.2557,75.8462,monsoon,3357.58,4562.89,coconut
10,24,27,27.57283516,94.90485697,5.708409601,145.9298935,77.7,23.2433,85.357,monsoon,1046.94,1484.77,coconut
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,100,12.9112,79.9581,monsoon,3660.79,4446.05,coconut
32,11,31,29.51611558,92.56492864,6.461225827,131.2116167,100,8.4618,78.6547,monsoon,2337.69,3428.22,coconut
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,100,13.2437,81.4991,monsoon,4065.02,5983.05,coconut
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,56.79,25.1388,71.093,monsoon,583.11,726.05,coconut
31,29,35,27.1872282,92.19906776,6.137102505,141.3220576,87.05,22.3225,77.179,monsoon,1308.89,1776.6,coconut
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,52.28,24.18,69.0377,monsoon,437.37,630.52,coconut
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,100,8.815,68.6905,monsoon,3453.24,5148.17,coconut
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,69.55,21.569,71.393,monsoon,850.91,1168.94,coconut
15,28,32,28.84270971,99.64328526,6.218571874,224.4016682,52.02,27.2881,76.592,monsoon,440.84,549.56,coconut
27,24,29,26.61423461,96.97300803,6.142010637,191.006688,74.99,15.3584,76.5903,monsoon,1065.16,1266.21,coconut
3,23,30,29.70143197,95.65754365,6.078807239,215.1968037,93.37,17.3428,75.6648,monsoon,1504.99,1913.42,coconut
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,68.96,17.1425,74.5757,monsoon,826.18,1218.48,coconut
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,56.03,25.1476,85.9688,monsoon,532.66,748.6,coconut
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,66.07,17.583,83.4861,monsoon,776.11,1084.08,coconut
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,47.6,25.451,80.9487,monsoon,318.81,443.52,coconut
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,100,14.977,82.3342,monsoon,2063.29,2646.4,coconut
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,82.72,15.3743,70.4764,monsoon,1290.22,1517.65,coconut
0,26,31,25.0707247,95.02156793,5.547933273,192.9036306,87.94,23.335,75.2171,monsoon,1349.04,1763.49,coconut
38,6,25,25.54963273,96.92786777,6.156259104,191.2996157,59.59,31.6784,84.9554,monsoon,606.66,851,coconut
25,12,26,28.56973521,95.67906668,6.436314406,134.8370348,71.01,22.9059,73.4304,monsoon,860.25,1282.43,coconut
40,5,32,26.07010807,96.7036223,5.981169595,143.533473,71.84,16.8774,81.1065,monsoon,886.46,1296.24,coconut
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,46.48,24.9479,68.8164,monsoon,309.33,390.34,coconut
26,9,32,25.9490364,94.73860514,6.470465614,144.1571109,81.91,16.3061,78.9816,monsoon,1240.41,1508.66,coconut
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,62.12,23.4833,70.88,monsoon,698.98,906.64,coconut
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,100,9.9517,70.3987,monsoon,2679.16,3397.48,coconut
31,13,33,29.69952329,95.21224392,6.342463714,148.3003692,81.87,19.2532,74.1944,monsoon,1120.78,1661.9,coconut
17,29,26,26.14162144,93.28415295,6.071897347,195.4115025,89.39,22.5921,76.4349,monsoon,1395.13,1810.64,coconut
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,58.43,28.8451,80.7205,monsoon,607.25,787.02,coconut
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,78.78,16.499,74.9521,monsoon,1070.42,1548.34,coconut
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,100,8.7517,68.0943,monsoon,2472.18,3012.13,coconut
18,12,35,26.13958446,96.38580769,6.338720873,131.3387935,65.51,23.3855,73.6637,monsoon,727.96,1087.8,coconut
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,46.5,30.7347,71.4368,monsoon,307.61,394.22,coconut
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,100,9.5374,78.7342,monsoon,3579.36,4981.5,coconut
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,91.05,18.4912,69.3167,monsoon,1496.47,1758.46,coconut
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,93.16,16.4503,71.9127,monsoon,1394.87,2019.47,coconut
3,9,35,26.91641934,99.84671638,6.318552973,225.6323656,48.71,29.4091,70.9724,monsoon,354.79,442.29,coconut
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,54.15,31.8576,82.3114,monsoon,505.32,668.07,coconut
27,8,30,26.44600063,98.29937782,6.008386283,221.2258168,100,10.4115,71.3854,monsoon,1975.12,2410.26,coconut
22,8,33,28.43572863,95.8840407,5.665785202,203.9283708,64.75,23.3966,82.6989,monsoon,746.22,1015.56,coconut
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,48.29,27.6214,87.9153,monsoon,349.41,467.02,coconut
